order_item_id,bill_id,restaurant_location,menu_item_id,menu_category,quantity_ordered,unit_selling_price,item_subtotal_amount,preparation_time_minutes,item_notes,beverage_temperature
OI1974,B1729,Milan,M30,pizza,2,798,376,106,,Hot
OI1975,B299,ROME,M11,Beverage,1,461,930,23,,Cold
OI1976,B112,Florence,M32,Pasta,2,243,202,100,Extra cheese,Cold
OI1977,B1423,ROME,M11,pizza,1,251,264,21,,
OI1978,B2678,Rome,M33,Beverage,2,386,507,0,Extra cheese,Hot
OI1979,B76,Rome,M50,pizza,3,689,1125,0,,Cold
OI1980,B556,Milan,M41,Pasta,3,202,631,0,,
OI1981,B1551,ROME,M47,Pizza ,1,269,1223,77,,Cold
OI1982,B2151,Florence,M31,Pasta,3,771,447,36,,Hot
OI1983,B331,Rome,M28,Pasta,1,440,283,84,,
OI1984,B926,MILAN ,M26,Beverage,3,752,204,86,,Cold
OI1985,B2236,Milan,M44,PASTA,2,617,535,0,,
OI1986,B1541,Florence,M5,Pasta,1,302,686,105,,Hot
OI1987,B3578,Rome,M37,PASTA,3,787,732,0,,
OI1988,B2241,Florence,M5,pizza,2,206,1343,76,,Cold
OI1989,B64,Rome,M48,Beverage,3,509,625,24,,
OI1990,B3978,MILAN ,M30,Pizza ,2,594,382,0,,Hot
OI1991,B966,milan,M38,Beverage,2,210,434,35,,Hot
OI1992,B3130,milan,M13,Pasta,2,547,1228,5,,Cold
OI1993,B2740,Florence,M31,Pasta,3,539,355,0,Extra cheese,
OI1994,B877,Milan,M44,Beverage,1,477,899,37,Extra cheese,Cold
OI1995,B3431,ROME,M12,Pasta,3,448,220,0,,
OI1996,B1498,Milan,M38,pizza,1,689,665,65,,Cold
OI1997,B1439,Rome,M27,PASTA,1,481,420,15,,
OI1998,B97,milan,M45,Beverage,2,327,311,120,Extra cheese,Cold
OI1999,B3298,ROME,M38,PASTA,1,385,741,16,,Cold
OI2000,B113,Florence,M46,Pizza ,2,287,907,0,,Hot
OI2001,B3587,Rome,M38,Pizza ,3,484,1306,64,,
OI2002,B3843,milan,M36,pizza,2,321,803,0,,
OI2003,B1977,MILAN ,M11,pizza,2,262,904,0,,
OI2004,B2616,ROME,M3,Pizza ,1,662,1251,5,,Hot
OI2005,B1394,ROME,M15,pizza,2,400,506,0,Extra cheese,Cold
OI2006,B1902,Florence,M4,PASTA,2,572,1364,0,,Cold
OI2007,B106,Florence,M32,PASTA,2,789,521,5,Extra cheese,Cold
OI2008,B3056,Florence,M37,Beverage,3,273,342,0,Extra cheese,Hot
OI2009,B1967,milan,M4,Pizza ,3,273,984,36,Extra cheese,Cold
OI2010,B741,Milan,M32,PASTA,1,499,362,0,,Hot
OI2011,B400,ROME,M2,PASTA,1,762,622,61,,Cold
OI2012,B2906,Florence,M15,Pasta,3,443,1297,0,,Hot
OI2013,B371,Milan,M44,Beverage,3,371,670,0,,Hot
OI2014,B2409,milan,M30,Beverage,3,731,1166,16,,Hot
OI2015,B862,Milan,M48,pizza,1,437,1239,35,Extra cheese,Hot
OI2016,B3038,Milan,M38,Pasta,3,695,1139,0,Extra cheese,Cold
OI2017,B3589,Florence,M30,Pasta,3,673,1285,28,,
OI2018,B2531,milan,M5,Beverage,2,515,339,67,,
OI2019,B2657,MILAN ,M17,Beverage,3,543,448,27,,
OI2020,B914,MILAN ,M14,pizza,1,379,963,101,,Cold
OI2021,B3746,Milan,M5,Beverage,3,355,1497,0,,
OI2022,B2722,MILAN ,M29,Beverage,2,449,364,98,Extra cheese,
OI2023,B1776,Florence,M19,Pizza ,3,211,1345,0,,Cold
OI2024,B2046,Rome,M32,pizza,1,723,1320,12,,
OI2025,B921,milan,M24,PASTA,2,682,1273,111,,Hot
OI2026,B3470,Milan,M43,Pizza ,1,316,1444,38,,Cold
OI2027,B1727,milan,M38,Pasta,2,773,381,103,,Cold
OI2028,B1178,Milan,M40,Beverage,1,705,296,22,,Hot
OI2029,B2455,Rome,M45,pizza,3,385,688,84,,Hot
OI2030,B3483,ROME,MX2,Pasta,1,690,756,38,,Cold
OI2031,B662,Rome,M18,Pizza ,1,423,327,105,,Cold
OI2032,B3738,Florence,M13,Beverage,1,741,1181,27,Extra cheese,
OI2033,B2311,milan,M36,PASTA,3,479,626,102,Extra cheese,Cold
OI2034,B3751,milan,M8,PASTA,1,270,1036,28,,Hot
OI2035,B1003,MILAN ,M12,Pizza ,3,424,918,27,Extra cheese,Cold
OI2036,B2260,milan,M34,Pizza ,2,693,523,0,Extra cheese,Cold
OI2037,B3507,ROME,M8,Beverage,3,479,490,0,Extra cheese,Cold
OI2038,B2967,Rome,M40,pizza,2,488,927,0,Extra cheese,Hot
OI2039,B2134,Milan,M17,PASTA,2,698,1085,79,,
OI2040,B1092,Milan,M20,Pizza ,2,730,1416,24,,Hot
OI2041,B2111,Rome,M13,Beverage,1,205,1481,0,,
OI2042,B2739,Rome,M35,PASTA,1,394,1362,0,Extra cheese,Hot
OI2043,B3770,Milan,M11,Pasta,2,638,1484,0,Extra cheese,Hot
OI2044,B2200,Florence,M28,Pasta,2,248,356,39,,
OI2045,B443,Florence,M16,Pizza ,3,477,321,31,Extra cheese,Hot
OI2046,B3203,Florence,M24,Pasta,3,517,295,23,,Hot
OI2047,B1451,milan,M3,Pasta,3,741,818,34,,Cold
OI2048,B917,milan,M12,Beverage,2,563,1032,0,,Cold
OI2049,B3382,Milan,M43,PASTA,1,543,500,91,Extra cheese,
OI2050,B549,Milan,M7,Beverage,1,747,1375,0,Extra cheese,Cold
OI2051,B304,milan,M2,Pizza ,1,218,920,38,,
OI2052,B2355,Florence,M27,Pasta,3,540,972,0,,
OI2053,B1047,ROME,M30,Pizza ,2,727,1278,26,,Cold
OI2054,B3241,Rome,M42,pizza,2,718,518,25,,Cold
OI2055,B851,milan,M16,Pasta,1,428,214,0,,
OI2056,B1659,milan,MX2,PASTA,2,380,949,107,,Hot
OI2057,B3723,Florence,M9,Beverage,3,291,1414,0,,Hot
OI2058,B558,MILAN ,M38,PASTA,1,699,1229,11,Extra cheese,
OI2059,B1197,MILAN ,M7,Pizza ,2,626,1055,0,,Hot
OI2060,B2588,Florence,M17,PASTA,3,686,599,34,,Cold
OI2061,B967,milan,M24,pizza,2,469,1076,0,Extra cheese,
OI2062,B3624,MILAN ,M46,Pizza ,2,596,272,8,,
OI2063,B6,Milan,M37,PASTA,2,310,1442,83,,Cold
OI2064,B415,Milan,M20,Beverage,2,504,316,79,Extra cheese,Cold
OI2065,B1373,Milan,M28,Beverage,2,595,1353,77,,
OI2066,B3517,Rome,M21,Beverage,2,673,938,0,,Hot
OI2067,B1195,Milan,M2,Pasta,3,535,473,0,,Hot
OI2068,B2577,MILAN ,M6,Pasta,2,640,537,0,,Hot
OI2069,B3054,Rome,M7,PASTA,1,243,1412,24,,Hot
OI2070,B101,milan,M34,pizza,1,760,936,89,Extra cheese,Cold
OI2071,B865,Milan,M19,PASTA,2,352,625,105,,Hot
OI2072,B1292,Milan,M32,PASTA,2,270,1226,33,Extra cheese,Cold
OI2073,B2106,MILAN ,M38,PASTA,3,572,533,25,,Cold
OI2074,B1326,Florence,M41,Beverage,3,548,445,0,,Hot
OI2075,B1725,MILAN ,M4,PASTA,3,704,460,0,Extra cheese,
OI2076,B1205,Rome,M36,Pasta,2,469,443,79,,Cold
OI2077,B3058,Florence,MX2,Pasta,3,590,1385,17,,
OI2078,B1990,Florence,M37,Pasta,1,534,928,93,,Cold
OI2079,B828,MILAN ,M37,Beverage,2,540,756,60,,
OI2080,B2705,milan,M42,Beverage,2,552,689,35,,Cold
OI2081,B2972,Milan,M33,Beverage,3,562,1011,40,,Cold
OI2082,B401,milan,M34,pizza,2,230,573,34,,
OI2083,B2009,Milan,M44,Pasta,2,381,1407,0,Extra cheese,Hot
OI2084,B1753,milan,M37,Pizza ,3,430,812,0,,Hot
OI2085,B1102,MILAN ,M23,Beverage,3,242,1486,0,,Cold
OI2086,B769,Florence,M20,Beverage,1,221,1470,32,,Cold
OI2087,B2472,Rome,M8,Pizza ,1,582,861,0,Extra cheese,
OI2088,B164,MILAN ,M17,pizza,3,502,593,0,,Hot
OI2089,B2460,milan,M41,Pasta,3,359,352,0,,
OI2090,B3950,milan,M3,Beverage,2,682,591,0,,
OI2091,B2046,ROME,MX1,Beverage,3,296,1370,30,,
OI2092,B3790,Rome,M27,Pizza ,3,719,811,0,,Cold
OI2093,B1313,ROME,M3,Beverage,1,430,1290,0,,Hot
OI2094,B3230,ROME,M19,Pasta,1,475,311,0,Extra cheese,Hot
OI2095,B1145,ROME,M25,Beverage,3,733,743,0,Extra cheese,Cold
OI2096,B1017,MILAN ,M38,PASTA,2,382,952,0,,Hot
OI2097,B2729,ROME,M24,pizza,3,623,512,0,,Hot
OI2098,B145,Milan,M11,Pasta,3,338,977,39,,Hot
OI2099,B2012,ROME,M15,pizza,2,572,944,27,,
OI2100,B2228,Florence,M6,Pizza ,3,585,387,24,,Hot
OI2101,B1212,milan,M20,Pizza ,2,688,206,100,,Hot
OI2102,B66,Milan,M33,Pasta,3,382,1004,0,,Cold
OI2103,B2689,Rome,M38,pizza,3,567,1028,22,,Cold
OI2104,B1388,milan,M48,Pasta,2,700,1396,9,,Cold
OI2105,B717,Rome,M23,pizza,2,429,626,36,,Cold
OI2106,B2240,ROME,M36,Pasta,3,261,251,0,,Cold
OI2107,B725,Milan,M2,PASTA,2,673,969,6,,Cold
OI2108,B2744,MILAN ,M38,Pizza ,3,683,805,0,,
OI2109,B2061,ROME,M20,pizza,1,295,1191,16,,
OI2110,B609,Florence,M5,Beverage,2,256,788,95,Extra cheese,
OI2111,B354,Rome,M13,Pizza ,1,647,343,31,Extra cheese,
OI2112,B3479,Florence,M33,Beverage,3,277,1496,0,Extra cheese,
OI2113,B2818,milan,MX2,Pizza ,3,515,377,82,,Hot
OI2114,B2419,milan,M30,PASTA,1,247,1435,0,,
OI2115,B662,MILAN ,M46,PASTA,3,759,937,0,,
OI2116,B1827,Florence,M41,PASTA,2,513,826,0,Extra cheese,Cold
OI2117,B1569,Rome,M17,pizza,3,643,892,0,,Hot
OI2118,B289,MILAN ,M50,PASTA,1,275,1480,38,Extra cheese,Cold
OI2119,B3841,ROME,M35,Pasta,1,400,1071,40,,Hot
OI2120,B2082,ROME,M43,PASTA,1,351,685,0,,
OI2121,B2399,Florence,M22,PASTA,1,530,741,23,,Hot
OI2122,B328,Rome,M31,Beverage,3,305,314,108,,Hot
OI2123,B1140,Milan,M31,Pizza ,1,258,1246,0,,Hot
OI2124,B3886,Rome,M15,pizza,2,482,903,22,Extra cheese,Hot
OI2125,B3845,milan,M29,PASTA,1,268,1032,26,Extra cheese,Cold
OI2126,B1607,Rome,M24,Beverage,1,580,1353,9,,Cold
OI2127,B2606,Milan,M44,Pizza ,1,771,992,0,,Cold
OI2128,B218,Rome,M8,Pasta,2,695,527,112,,
OI2129,B3944,Florence,MX1,pizza,2,405,402,30,,Cold
OI2130,B1156,MILAN ,MX1,Pasta,3,215,882,0,,
OI2131,B1332,milan,M47,Beverage,3,213,1439,0,,Cold
OI2132,B3117,Rome,M40,Pasta,3,238,1489,97,Extra cheese,Cold
OI2133,B1349,ROME,M48,Pasta,1,303,415,40,,
OI2134,B3782,Rome,M34,Beverage,3,278,882,33,Extra cheese,
OI2135,B3812,Milan,M44,Pizza ,2,268,1067,25,,
OI2136,B2357,Rome,M34,Pizza ,2,759,1295,67,,
OI2137,B729,milan,M2,Beverage,2,349,1256,89,,Hot
OI2138,B271,MILAN ,M22,Pasta,3,576,237,92,Extra cheese,Cold
OI2139,B367,ROME,M7,Beverage,3,293,364,29,Extra cheese,Cold
OI2140,B818,ROME,M18,Pasta,3,528,439,21,,Cold
OI2141,B1534,Florence,M30,Pasta,3,589,1370,0,,Hot
OI2142,B385,milan,MX1,pizza,1,594,1347,99,Extra cheese,Cold
OI2143,B2408,MILAN ,M40,Pizza ,1,425,1500,0,,Hot
OI2144,B1731,MILAN ,M36,pizza,1,349,544,116,,Hot
OI2145,B906,Rome,M34,Beverage,3,393,290,0,,
OI2146,B1907,Milan,M26,pizza,1,787,1011,16,,
OI2147,B3938,milan,M11,pizza,3,565,615,0,,Hot
OI2148,B2967,ROME,M37,pizza,1,385,1111,0,,Cold
OI2149,B1626,MILAN ,M30,pizza,3,215,945,0,,Cold
OI2150,B1326,milan,M43,Pizza ,2,583,324,109,Extra cheese,Hot
OI2151,B17,Rome,M46,Beverage,1,777,733,38,,Cold
OI2152,B3864,Florence,M38,Pizza ,2,352,1395,24,Extra cheese,
OI2153,B3133,ROME,M6,Pasta,2,417,1125,0,,Cold
OI2154,B3094,milan,M29,Pasta,1,743,1301,0,,
OI2155,B1814,Rome,M37,Pasta,3,650,1175,0,,
OI2156,B689,MILAN ,M48,PASTA,2,490,709,0,Extra cheese,
OI2157,B890,milan,MX2,Pasta,1,419,1027,35,,Hot
OI2158,B2412,Florence,M12,pizza,3,469,501,61,Extra cheese,Hot
OI2159,B442,ROME,M45,Pasta,3,262,685,0,,Hot
OI2160,B1237,ROME,M35,PASTA,1,538,829,61,,Cold
OI2161,B2609,Florence,M23,Beverage,3,606,1261,0,Extra cheese,Cold
OI2162,B1148,ROME,M33,pizza,2,649,728,0,,Hot
OI2163,B701,ROME,MX1,Pizza ,2,369,885,5,,Cold
OI2164,B384,Florence,M45,Pizza ,2,342,992,112,Extra cheese,Cold
OI2165,B3747,Rome,M4,Pizza ,1,353,752,0,,Cold
OI2166,B2738,Milan,M3,PASTA,3,476,434,0,Extra cheese,Cold
OI2167,B217,Rome,M30,PASTA,3,303,247,99,Extra cheese,Hot
OI2168,B1675,milan,M47,Pasta,2,774,755,71,,Hot
OI2169,B194,milan,M25,Pasta,2,269,271,13,,Hot
OI2170,B2397,Florence,M23,pizza,1,552,1092,38,,Hot
OI2171,B3889,Rome,M37,Pasta,3,703,554,22,,Cold
OI2172,B2765,Milan,M14,Beverage,3,783,1205,0,,Cold
OI2173,B1595,Milan,M10,PASTA,2,488,789,0,Extra cheese,
OI2174,B313,Rome,M43,Pizza ,1,488,503,0,,Hot
OI2175,B1141,Rome,M2,Beverage,1,436,1094,29,Extra cheese,Hot
OI2176,B3383,Milan,M38,Pizza ,1,396,1260,114,,Hot
OI2177,B1894,Florence,M8,PASTA,3,471,492,0,,
OI2178,B3686,Florence,M20,Beverage,1,331,461,25,,Cold
OI2179,B2967,Milan,M19,Pasta,2,713,1370,0,,Hot
OI2180,B1090,Florence,M15,pizza,3,572,1078,24,,
OI2181,B1971,ROME,M6,Pasta,1,342,291,0,,Cold
OI2182,B1462,ROME,M41,Beverage,3,688,1468,22,,Cold
OI2183,B1887,Rome,M23,pizza,2,632,1215,29,,
OI2184,B2927,milan,M6,pizza,3,722,411,118,Extra cheese,Cold
OI2185,B3726,milan,M1,PASTA,2,345,530,87,,
OI2186,B1447,Florence,M13,PASTA,3,490,787,13,,Hot
OI2187,B55,MILAN ,M2,Beverage,3,396,845,0,,
OI2188,B411,ROME,M49,Beverage,1,632,949,9,,
OI2189,B235,ROME,M21,Pasta,3,432,1185,0,Extra cheese,Cold
OI2190,B2362,Milan,M49,Pasta,2,669,1303,18,,Hot
OI2191,B2224,Rome,M4,pizza,1,539,320,18,,Hot
OI2192,B859,MILAN ,M28,Pasta,1,505,558,0,Extra cheese,
OI2193,B2298,ROME,M22,pizza,1,395,404,110,,Cold
OI2194,B1380,MILAN ,M37,Beverage,3,577,1368,16,,
OI2195,B2845,Milan,M29,Pizza ,2,546,860,0,,
OI2196,B354,Florence,M7,Pizza ,1,409,465,62,,Hot
OI2197,B2843,milan,M23,Beverage,1,606,345,77,Extra cheese,
OI2198,B497,ROME,M31,PASTA,1,628,892,79,,Hot
OI2199,B408,Rome,M19,Beverage,2,382,976,12,,Cold
OI2200,B60,Milan,M12,pizza,1,758,727,0,,Cold
OI2201,B2569,ROME,M38,Pizza ,2,429,380,0,,Hot
OI2202,B832,Milan,MX2,PASTA,2,402,722,84,,Hot
OI2203,B3393,Milan,M39,PASTA,3,586,565,0,Extra cheese,Cold
OI2204,B3910,Milan,M17,Pizza ,1,278,796,0,Extra cheese,Hot
OI2205,B39,Florence,M22,Beverage,2,771,776,21,,Hot
OI2206,B2536,Rome,M13,Pasta,1,691,806,0,Extra cheese,Hot
OI2207,B1514,milan,M16,PASTA,2,481,329,0,Extra cheese,Hot
OI2208,B2760,Rome,M1,pizza,2,576,1296,14,,
OI2209,B3023,ROME,M16,Pizza ,3,584,380,72,,
OI2210,B1993,Milan,M40,pizza,1,690,621,104,Extra cheese,Hot
OI2211,B1972,ROME,M9,pizza,3,741,842,0,,Cold
OI2212,B1655,milan,M29,Pasta,1,614,565,0,,
OI2213,B2365,MILAN ,M30,pizza,2,223,441,0,,Hot
OI2214,B3473,MILAN ,M46,Beverage,3,395,1465,19,,Cold
OI2215,B698,Florence,M33,PASTA,3,723,446,27,,
OI2216,B2560,Rome,M49,Pasta,2,255,559,40,,Cold
OI2217,B1886,Milan,M30,Pizza ,2,755,361,18,,
OI2218,B3997,ROME,M11,Beverage,1,474,781,13,,Cold
OI2219,B2238,MILAN ,M34,PASTA,3,453,1409,102,,Hot
OI2220,B1606,milan,M45,Pizza ,1,755,502,0,Extra cheese,Hot
OI2221,B2398,Rome,M19,Beverage,3,682,770,27,,Cold
OI2222,B2936,Florence,M44,Pasta,1,324,1311,31,,
OI2223,B750,ROME,M31,Beverage,2,728,433,98,,Cold
OI2224,B1320,ROME,M19,PASTA,2,707,455,0,Extra cheese,Hot
OI2225,B2555,ROME,M48,pizza,1,432,1017,79,,Cold
OI2226,B659,Milan,M38,Pasta,3,714,780,62,,Cold
OI2227,B1832,Florence,M50,Pasta,3,381,607,103,,Hot
OI2228,B1933,milan,M42,pizza,3,759,473,76,,
OI2229,B699,Milan,M29,Beverage,1,470,939,0,,
OI2230,B3552,ROME,M39,pizza,1,365,423,35,Extra cheese,Cold
OI2231,B3322,MILAN ,M29,Pizza ,3,434,1001,67,,Cold
OI2232,B97,Rome,M20,Pasta,3,367,594,0,Extra cheese,
OI2233,B668,Milan,M24,Pizza ,3,389,427,0,,
OI2234,B491,milan,M50,Beverage,3,655,1468,65,Extra cheese,Cold
OI2235,B2597,Florence,M12,pizza,2,353,741,7,Extra cheese,
OI2236,B1909,milan,M12,pizza,3,264,1363,111,,Cold
OI2237,B642,ROME,M11,PASTA,3,649,1188,7,Extra cheese,
OI2238,B3250,MILAN ,M36,pizza,3,527,843,0,,Cold
OI2239,B1206,ROME,M47,Pizza ,1,791,426,98,Extra cheese,
OI2240,B3607,ROME,M44,Pizza ,2,444,708,103,,Cold
OI2241,B118,Rome,M41,PASTA,1,411,304,0,,Hot
OI2242,B2493,MILAN ,M48,pizza,2,640,586,13,Extra cheese,Hot
OI2243,B1610,milan,M27,Pasta,2,633,1168,110,Extra cheese,Cold
OI2244,B841,MILAN ,M32,Pizza ,1,442,233,18,,
OI2245,B1751,Florence,M43,Pasta,1,595,1482,0,Extra cheese,Cold
OI2246,B1367,MILAN ,M33,Pasta,2,431,336,100,,Cold
OI2247,B2238,milan,M21,PASTA,3,726,1160,0,,Hot
OI2248,B1893,Rome,M18,Pasta,1,451,802,10,Extra cheese,
OI2249,B707,ROME,MX2,Pizza ,1,441,963,0,Extra cheese,
OI2250,B1103,Florence,M43,Beverage,2,464,893,0,Extra cheese,Cold
OI2251,B204,MILAN ,M28,pizza,1,684,347,16,,Cold
OI2252,B3966,Milan,M27,Pasta,2,536,1481,26,Extra cheese,Hot
OI2253,B3241,Rome,M9,Beverage,3,388,310,83,,Hot
OI2254,B939,ROME,M2,PASTA,3,559,590,12,Extra cheese,
OI2255,B1325,Florence,M41,Pasta,2,330,500,18,,
OI2256,B2314,Milan,M28,Pizza ,1,422,1199,29,,
OI2257,B3582,Milan,M36,Pizza ,1,638,308,0,Extra cheese,Cold
OI2258,B1187,MILAN ,M2,Pasta,1,753,669,95,,Hot
OI2259,B3391,Florence,M45,Pasta,3,500,774,89,,Cold
OI2260,B828,ROME,M34,PASTA,2,430,407,72,,Cold
OI2261,B1775,MILAN ,M7,pizza,1,358,794,0,,Hot
OI2262,B1203,Milan,M36,PASTA,2,762,1359,13,,
OI2263,B2850,MILAN ,M15,PASTA,2,445,1299,114,Extra cheese,
OI2264,B1680,ROME,MX1,Beverage,2,617,255,118,,Cold
OI2265,B3095,ROME,M26,pizza,2,252,1443,0,Extra cheese,Cold
OI2266,B2014,Florence,M37,Beverage,2,538,1357,71,,
OI2267,B3062,MILAN ,M17,Beverage,2,422,210,101,Extra cheese,Cold
OI2268,B1348,ROME,M30,pizza,2,263,545,19,,Hot
OI2269,B3599,MILAN ,MX1,Pizza ,2,232,506,0,,Hot
OI2270,B2080,Rome,M16,Pizza ,3,268,264,64,Extra cheese,
OI2271,B2211,Florence,M7,PASTA,2,740,312,0,,Cold
OI2272,B14,Florence,M33,pizza,2,459,722,0,Extra cheese,Hot
OI2273,B1430,Rome,M26,PASTA,1,265,1352,0,,
OI2274,B1117,Florence,M24,PASTA,2,562,1275,13,,Cold
OI2275,B363,Rome,M20,PASTA,3,211,200,94,Extra cheese,
OI2276,B2135,Rome,M42,Pizza ,2,309,831,20,,Hot
OI2277,B733,MILAN ,M33,pizza,2,793,588,10,Extra cheese,Hot
OI2278,B1455,ROME,M19,Beverage,1,245,1208,17,,
OI2279,B3487,ROME,M5,Beverage,3,241,685,33,,Hot
OI2280,B399,milan,M1,pizza,3,397,1131,114,,Hot
OI2281,B1353,MILAN ,M35,Pasta,3,555,339,23,,
OI2282,B82,MILAN ,M32,Pizza ,2,337,665,109,Extra cheese,
OI2283,B3985,Milan,M6,Beverage,3,347,397,8,Extra cheese,Hot
OI2284,B1328,ROME,M43,pizza,2,748,1497,0,,Hot
OI2285,B1510,Florence,M15,Pizza ,2,616,1414,90,,Hot
OI2286,B3441,MILAN ,M24,Beverage,2,591,261,0,,
OI2287,B2598,milan,M31,Pizza ,1,414,1326,6,,Hot
OI2288,B475,Florence,M26,Pizza ,1,593,990,100,,Cold
OI2289,B938,milan,M17,Beverage,3,260,743,85,,
OI2290,B2811,MILAN ,M19,Pizza ,1,612,1236,38,Extra cheese,
OI2291,B2493,milan,MX1,PASTA,1,278,669,0,,Cold
OI2292,B519,Rome,M7,Beverage,2,415,813,39,,Cold
OI2293,B3564,Florence,M23,Pasta,2,519,1049,0,,
OI2294,B3138,Florence,M49,pizza,1,614,641,87,Extra cheese,
OI2295,B2950,Rome,M49,pizza,1,698,312,0,,Cold
OI2296,B2402,MILAN ,M2,Pizza ,2,328,439,0,,
OI2297,B1617,MILAN ,M2,Beverage,1,748,867,0,,
OI2298,B2291,ROME,M43,Pasta,3,709,306,116,Extra cheese,Hot
OI2299,B1798,milan,MX2,pizza,1,263,1177,0,Extra cheese,
OI2300,B1822,milan,M30,PASTA,2,633,1001,33,Extra cheese,Cold
OI2301,B3646,Florence,M34,Pizza ,1,291,865,62,,
OI2302,B1322,MILAN ,M49,Beverage,1,498,996,27,,
OI2303,B691,milan,M8,Pizza ,1,527,490,30,,
OI2304,B1717,Milan,M31,Beverage,2,717,692,0,,Cold
OI2305,B1046,Florence,M35,pizza,2,673,360,0,Extra cheese,Cold
OI2306,B2269,Florence,M6,Beverage,3,617,627,0,,Hot
OI2307,B3454,MILAN ,M3,PASTA,2,347,961,0,Extra cheese,Cold
OI2308,B1007,Florence,M48,Beverage,3,445,215,0,Extra cheese,Cold
OI2309,B2839,milan,M25,pizza,1,487,1077,0,,Hot
OI2310,B1781,Florence,M44,Pasta,3,555,1239,9,,
OI2311,B2509,Florence,M13,PASTA,3,754,1082,25,,Hot
OI2312,B1225,Milan,M23,Pasta,3,273,1349,35,,Hot
OI2313,B3337,MILAN ,M30,PASTA,2,276,562,26,,
OI2314,B2704,Rome,M46,Pasta,3,281,467,24,Extra cheese,Hot
OI2315,B274,Milan,M10,Beverage,1,417,1318,0,,
OI2316,B1583,milan,M3,PASTA,3,654,1433,27,,Cold
OI2317,B3042,MILAN ,M30,Pizza ,3,503,410,95,,Cold
OI2318,B565,Rome,M3,PASTA,2,479,212,17,,
OI2319,B1225,Milan,M45,PASTA,1,223,1414,37,Extra cheese,Cold
OI2320,B1479,Florence,M10,PASTA,2,531,794,0,,
OI2321,B1398,MILAN ,M5,Pasta,1,601,615,14,Extra cheese,Cold
OI2322,B3510,milan,M7,PASTA,3,394,637,5,,
OI2323,B3691,Milan,M15,Pasta,1,449,1208,0,Extra cheese,Cold
OI2324,B1923,Florence,M46,Beverage,1,723,569,0,Extra cheese,Cold
OI2325,B2975,milan,M41,PASTA,1,320,356,93,,
OI2326,B2250,Florence,M14,Pasta,3,693,1397,0,,Hot
OI2327,B2463,Milan,M42,PASTA,3,284,1490,40,,Hot
OI2328,B74,ROME,M49,PASTA,3,777,1033,0,Extra cheese,Hot
OI2329,B1090,milan,M16,pizza,3,731,1063,0,,
OI2330,B2941,Milan,M36,pizza,3,737,1125,102,,
OI2331,B149,Rome,M30,Beverage,2,782,305,16,,Cold
OI2332,B1120,milan,M11,pizza,3,742,1497,77,,Hot
OI2333,B2829,ROME,M47,PASTA,3,683,259,0,,Cold
OI2334,B1048,milan,M10,pizza,3,796,1331,7,,Cold
OI2335,B2216,ROME,M37,PASTA,2,394,1442,81,,Cold
OI2336,B3132,Rome,M33,Pizza ,3,737,418,0,,
OI2337,B3483,MILAN ,M17,pizza,2,447,1062,0,Extra cheese,Hot
OI2338,B3716,milan,M27,PASTA,2,552,1111,92,,Hot
OI2339,B3775,MILAN ,M31,Beverage,2,617,377,79,,Cold
OI2340,B1529,Florence,M34,pizza,3,260,1274,0,,Cold
OI2341,B178,Milan,M25,Pasta,2,214,560,0,Extra cheese,Cold
OI2342,B3664,Rome,M38,Pasta,2,559,1267,26,,Hot
OI2343,B3639,ROME,M49,pizza,1,508,791,0,Extra cheese,Cold
OI2344,B2188,MILAN ,M33,Beverage,3,604,335,39,,Cold
OI2345,B1801,MILAN ,M48,Pizza ,2,735,466,0,,
OI2346,B2860,Milan,M44,Pasta,3,794,1175,0,,Cold
OI2347,B1455,Florence,M40,Pasta,2,679,763,32,,Hot
OI2348,B1219,ROME,M1,Pizza ,1,528,892,0,,
OI2349,B3992,milan,M44,PASTA,1,497,665,10,Extra cheese,Hot
OI2350,B3995,Rome,M44,pizza,3,632,658,92,,Hot
OI2351,B3052,Milan,M17,PASTA,2,327,299,81,Extra cheese,Cold
OI2352,B3962,Rome,M10,PASTA,1,413,371,88,Extra cheese,
OI2353,B2569,Rome,M22,Pizza ,3,761,776,0,,Cold
OI2354,B551,Florence,M2,Pasta,1,730,1059,115,,Cold
OI2355,B675,milan,M26,pizza,1,281,1243,39,Extra cheese,Cold
OI2356,B3320,Rome,M46,pizza,1,762,352,0,,Hot
OI2357,B2650,Florence,M23,Pasta,1,312,1408,0,Extra cheese,
OI2358,B2296,milan,M49,Pizza ,2,424,753,110,,Cold
OI2359,B955,Rome,M24,Pasta,3,741,1023,0,,Cold
OI2360,B1936,Rome,M15,pizza,2,671,427,113,,Hot
OI2361,B1837,Florence,M17,Pizza ,3,406,453,39,,Hot
OI2362,B1015,Rome,M13,Pizza ,3,305,496,11,,Hot
OI2363,B3403,Rome,M15,PASTA,3,662,1125,77,,Cold
OI2364,B3409,MILAN ,M45,Beverage,3,623,371,18,,Hot
OI2365,B998,ROME,M24,Pasta,2,448,461,37,,Cold
OI2366,B3861,Florence,M17,Beverage,2,238,231,0,,
OI2367,B2445,Rome,M37,Beverage,3,732,1260,26,Extra cheese,Hot
OI2368,B283,ROME,M44,Pizza ,3,627,999,0,Extra cheese,
OI2369,B3034,Rome,M12,Beverage,3,399,995,115,,
OI2370,B2127,Milan,M39,Beverage,2,746,1427,0,,
