bill_id,customer_id,restaurant_location,order_date,order_time,day_name,month_name,quarter,service_time_bucket,order_type,payment_method,order_status,refund_reason,total_quantity_ordered,bill_subtotal_amount,tax_amount,total_bill_amount
B847,C859,ROME,15-09-2024,17:50,Sunday,September,Q3,Breakfast,dine-in,UPI,Refunded,,3,393,164,474
B848,C815,Rome,25-01-2023,19:34,Wednesday,January,Q1,Dinner,Dine-In,Cash,Completed,Late delivery,4,1451,119,1170
B849,C424,milan,11-07-2023,09:10,Tuesday,July,Q3,Dinner,dine-in,Card,Refunded,,5,1749,154,880
B850,C452,MILAN ,14-09-2023,20:17,Thursday,September,Q3,Dinner,Dine-In,Cash,Completed,,5,787,94,430
B851,C569,milan,31-10-2022,13:55,Monday,October,Q4,Breakfast,dine-in,Cash,Refunded,,1,1628,108,1645
B852,C665,Milan,26-01-2024,20:56,Friday,January,Q1,Dinner,Online,Cash,Completed,Late delivery,3,964,34,1631
B853,C729,milan,22-01-2022,20:17,Saturday,January,Q1,Breakfast,Online,Card,Refunded,Late delivery,5,517,196,1132
B854,C1129,milan,12-06-2023,22:28,Monday,June,Q2,Breakfast,Online,UPI,Completed,Late delivery,6,1954,121,668
B855,C475,Florence,02-07-2024,20:27,Tuesday,July,Q3,Lunch,dine-in,,Completed,,2,1240,67,2020
B856,C387,ROME,27-12-2022,16:46,Tuesday,December,Q4,Breakfast,Online,Card,Completed,,2,1974,120,1757
B857,C143,milan,20-01-2023,10:27,Friday,January,Q1,Breakfast,online,,Completed,Late delivery,5,581,23,1585
B858,C774,Rome,24-07-2022,09:07,Sunday,July,Q3,Breakfast,Dine-In,Cash,Completed,,3,592,180,1578
B859,C20,Milan,28-01-2022,17:47,Friday,January,Q1,Lunch,Dine-In,Cash,Completed,,5,1209,61,979
B860,C981,milan,11-11-2023,12:03,Saturday,November,Q4,Dinner,Online,Card,Completed,,1,1415,95,560
B861,C851,milan,13-11-2024,09:58,Wednesday,November,Q4,Breakfast,Dine-In,Cash,Completed,,2,1023,187,937
B862,C788,Florence,08-04-2023,20:52,Saturday,April,Q2,Breakfast,online,Cash,Completed,,1,877,111,506
B863,C243,MILAN ,15-11-2023,10:57,Wednesday,November,Q4,Breakfast,DINE IN,Cash,Completed,,5,985,173,721
B864,C308,Florence,20-05-2024,19:19,Monday,May,Q2,Dinner,Online,UPI,Completed,,4,1655,114,2260
B865,C157,Milan,28-06-2023,22:59,Wednesday,June,Q2,Breakfast,dine-in,UPI,Completed,,4,1777,142,2018
B866,C232,ROME,18-05-2022,15:46,Wednesday,May,Q2,Lunch,dine-in,Card,Completed,,2,1871,118,1072
B867,C1013,Rome,16-10-2023,16:44,Monday,October,Q4,Lunch,DINE IN,UPI,Completed,Late delivery,2,1084,127,1475
B868,C1104,ROME,15-10-2024,16:34,Tuesday,October,Q4,Dinner,dine-in,,Completed,Late delivery,6,1163,154,1533
B869,C179,milan,26-03-2023,14:00,Sunday,March,Q1,Breakfast,Dine-In,UPI,Refunded,,2,525,35,2216
B870,C740,milan,17-12-2023,13:29,Sunday,December,Q4,Breakfast,DINE IN,,Completed,,2,414,55,590
B871,C774,Florence,21-10-2022,09:44,Friday,October,Q4,Lunch,Online,Card,Refunded,,6,1491,38,1326
B872,C62,milan,20-11-2022,14:09,Sunday,November,Q4,Breakfast,dine-in,Card,Completed,Late delivery,4,606,66,1312
B873,C1081,Florence,14-10-2022,13:30,Friday,October,Q4,Lunch,Online,,Refunded,Late delivery,1,887,48,669
B874,C66,ROME,03-05-2022,21:11,Tuesday,May,Q2,Dinner,dine-in,Card,Completed,,6,1230,161,1806
B875,C1172,ROME,13-06-2023,13:45,Tuesday,June,Q2,Breakfast,online,Cash,Completed,,5,1073,52,1871
B876,C821,ROME,10-03-2023,09:14,Friday,March,Q1,Lunch,dine-in,Card,Refunded,,4,941,187,1664
B877,C780,milan,09-04-2024,09:51,Tuesday,April,Q2,Lunch,online,Cash,Completed,,1,459,112,1585
B878,C58,milan,19-11-2023,13:10,Sunday,November,Q4,Dinner,Dine-In,Card,Completed,Late delivery,1,1849,99,734
B879,C67,milan,18-02-2023,13:05,Saturday,February,Q1,Dinner,DINE IN,Card,Refunded,,1,398,100,540
B880,C18,MILAN ,25-09-2023,21:18,Monday,September,Q3,Lunch,DINE IN,Cash,Completed,,6,1028,53,1789
B881,C679,Rome,19-07-2022,20:32,Tuesday,July,Q3,Breakfast,DINE IN,Cash,Completed,Late delivery,4,1276,170,2129
B882,C595,milan,18-03-2022,11:43,Friday,March,Q1,Lunch,Dine-In,Card,Refunded,,2,1953,194,1689
B883,C330,ROME,16-10-2022,17:46,Sunday,October,Q4,Dinner,DINE IN,UPI,Completed,,3,895,112,1626
B884,C82,Florence,01-06-2024,21:43,Saturday,June,Q2,Lunch,dine-in,Cash,Refunded,Late delivery,1,612,165,1635
B885,C200,Milan,15-10-2024,11:49,Tuesday,October,Q4,Lunch,DINE IN,Card,Completed,,4,942,63,2262
B886,C331,Milan,29-08-2023,13:36,Tuesday,August,Q3,Lunch,Online,Card,Completed,,6,1880,137,878
B887,C525,Rome,27-08-2024,19:59,Tuesday,August,Q3,Breakfast,Dine-In,,Completed,,3,1121,124,2105
B888,C903,MILAN ,22-09-2022,17:54,Thursday,September,Q3,Dinner,Online,UPI,Completed,Late delivery,4,1336,135,888
B889,C117,Florence,29-03-2022,21:15,Tuesday,March,Q1,Dinner,DINE IN,Card,Completed,,3,1069,60,1517
B890,C150,milan,28-03-2024,15:55,Thursday,March,Q1,Lunch,Dine-In,UPI,Completed,,6,1395,139,573
B891,C370,Florence,25-06-2022,10:58,Saturday,June,Q2,Lunch,online,Cash,Completed,,1,949,107,1587
B892,C436,Florence,22-09-2024,20:30,Sunday,September,Q3,Breakfast,Online,,Completed,Late delivery,2,1262,57,1661
B893,C656,ROME,14-03-2023,09:38,Tuesday,March,Q1,Lunch,Dine-In,UPI,Completed,,2,410,74,2127
B894,C867,MILAN ,16-02-2022,13:40,Wednesday,February,Q1,Breakfast,Dine-In,Cash,Completed,,4,467,96,2139
B895,C860,ROME,13-07-2024,12:42,Saturday,July,Q3,Lunch,dine-in,Card,Completed,,3,1842,96,686
B896,C716,Rome,11-02-2023,16:30,Saturday,February,Q1,Dinner,dine-in,,Completed,Late delivery,5,1096,22,1498
B897,C160,Florence,11-02-2023,19:37,Saturday,February,Q1,Dinner,dine-in,UPI,Refunded,Late delivery,6,1990,101,379
B898,C940,milan,05-11-2022,16:55,Saturday,November,Q4,Lunch,Dine-In,,Completed,Late delivery,6,307,135,2281
B899,C921,Florence,15-09-2022,18:06,Thursday,September,Q3,Breakfast,dine-in,Cash,Completed,Late delivery,5,1885,62,1580
B900,C443,MILAN ,13-02-2024,12:12,Tuesday,February,Q1,Dinner,DINE IN,Card,Completed,,1,918,98,1378
B901,C1023,Florence,13-09-2022,16:26,Tuesday,September,Q3,Lunch,Online,UPI,Refunded,,5,1866,105,582
B902,C940,Rome,27-12-2022,14:11,Tuesday,December,Q4,Dinner,DINE IN,Cash,Refunded,,4,883,188,1760
B903,C581,Florence,14-06-2024,18:59,Friday,June,Q2,Breakfast,Dine-In,Card,Completed,Late delivery,1,1562,125,562
B904,C1116,Milan,13-10-2024,19:28,Sunday,October,Q4,Dinner,DINE IN,Card,Refunded,,4,733,77,1941
B905,C1130,Rome,20-07-2024,10:12,Saturday,July,Q3,Lunch,Dine-In,UPI,Completed,,6,1741,121,365
B906,C459,ROME,07-02-2024,13:17,Wednesday,February,Q1,Dinner,Online,UPI,Completed,Late delivery,2,308,126,416
B907,C54,milan,01-02-2022,21:23,Tuesday,February,Q1,Dinner,DINE IN,UPI,Completed,,5,1180,81,1488
B908,C395,ROME,12-03-2024,19:25,Tuesday,March,Q1,Breakfast,DINE IN,,Completed,Late delivery,4,1791,64,1175
B909,C1060,milan,14-10-2023,15:14,Saturday,October,Q4,Breakfast,dine-in,Card,Refunded,Late delivery,4,1860,180,2227
B910,C1133,milan,17-06-2023,14:13,Saturday,June,Q2,Breakfast,Dine-In,Card,Completed,,6,1877,171,663
B911,C1114,Milan,26-02-2022,18:24,Saturday,February,Q1,Breakfast,dine-in,,Refunded,Late delivery,3,682,81,1686
B912,C609,milan,31-03-2023,17:53,Friday,March,Q1,Breakfast,online,UPI,Refunded,,3,469,56,1634
B913,C1187,Milan,17-02-2022,10:29,Thursday,February,Q1,Dinner,Dine-In,Card,Completed,,3,669,43,508
B914,C741,milan,09-10-2024,15:06,Wednesday,October,Q4,Lunch,Dine-In,,Completed,,6,456,73,1757
B915,C769,MILAN ,09-05-2024,19:58,Thursday,May,Q2,Lunch,dine-in,Cash,Completed,,2,1650,165,1642
B916,C241,MILAN ,06-03-2022,14:30,Sunday,March,Q1,Dinner,DINE IN,Card,Completed,Late delivery,6,821,51,744
B917,C1098,Milan,02-03-2022,17:32,Wednesday,March,Q1,Breakfast,dine-in,UPI,Completed,,1,970,55,800
B918,C260,MILAN ,20-06-2022,13:30,Monday,June,Q2,Breakfast,Dine-In,UPI,Refunded,Late delivery,6,902,139,1876
B919,C894,ROME,12-10-2024,15:59,Saturday,October,Q4,Breakfast,Online,Cash,Completed,Late delivery,6,875,120,560
B920,C340,milan,01-10-2023,20:31,Sunday,October,Q4,Lunch,online,,Refunded,Late delivery,3,1970,101,1625
B921,C785,Rome,09-08-2022,12:36,Tuesday,August,Q3,Lunch,Online,Card,Completed,,1,1347,84,1551
B922,C602,ROME,19-04-2024,22:56,Friday,April,Q2,Dinner,DINE IN,UPI,Completed,,1,668,102,1229
B923,C733,milan,16-01-2023,10:13,Monday,January,Q1,Dinner,Online,UPI,Completed,,1,319,101,1759
B924,C674,milan,23-01-2022,16:36,Sunday,January,Q1,Lunch,dine-in,Card,Completed,,5,734,154,795
B925,C1149,MILAN ,30-07-2022,20:38,Saturday,July,Q3,Dinner,Dine-In,,Refunded,,3,1965,101,755
B926,C102,Rome,08-02-2023,16:02,Wednesday,February,Q1,Lunch,online,Card,Completed,,2,1531,103,1560
B927,C485,ROME,24-02-2024,09:18,Saturday,February,Q1,Breakfast,DINE IN,Card,Completed,,2,1124,29,2184
B928,C1081,Milan,28-12-2024,14:41,Saturday,December,Q4,Breakfast,Dine-In,,Completed,,6,916,90,999
B929,C820,Milan,10-12-2023,17:49,Sunday,December,Q4,Lunch,online,Card,Completed,,6,1230,146,2088
B930,C766,ROME,06-09-2022,10:01,Tuesday,September,Q3,Breakfast,Dine-In,Card,Completed,,3,1708,131,813
B931,C181,milan,15-12-2022,20:57,Thursday,December,Q4,Lunch,DINE IN,Card,Refunded,,3,1907,31,576
B932,C624,Milan,09-04-2022,13:21,Saturday,April,Q2,Dinner,DINE IN,,Completed,Late delivery,2,582,169,1293
B933,C259,MILAN ,03-09-2022,22:09,Saturday,September,Q3,Dinner,online,,Refunded,,5,1380,81,1533
B934,C1004,MILAN ,05-09-2024,14:49,Thursday,September,Q3,Dinner,online,Cash,Completed,,3,1756,41,1072
B935,C422,Florence,12-05-2023,10:04,Friday,May,Q2,Lunch,Dine-In,Cash,Completed,Late delivery,2,1258,118,734
B936,C215,MILAN ,25-09-2024,12:52,Wednesday,September,Q3,Dinner,DINE IN,UPI,Completed,Late delivery,4,1642,59,2086
B937,C217,milan,30-10-2024,12:58,Wednesday,October,Q4,Lunch,online,,Refunded,Late delivery,2,1897,122,734
B938,C570,Rome,21-05-2022,11:43,Saturday,May,Q2,Lunch,DINE IN,Card,Completed,,1,1825,48,842
B939,C944,milan,03-02-2022,13:01,Thursday,February,Q1,Lunch,DINE IN,,Completed,,1,1427,41,1075
B940,C435,milan,02-06-2024,15:32,Sunday,June,Q2,Lunch,DINE IN,UPI,Completed,,3,1057,45,450
B941,C866,milan,23-02-2024,13:12,Friday,February,Q1,Lunch,dine-in,UPI,Refunded,Late delivery,4,1362,130,573
B942,C510,Milan,13-04-2022,12:07,Wednesday,April,Q2,Breakfast,Dine-In,UPI,Completed,,5,506,90,813
B943,C803,Rome,08-04-2024,10:14,Monday,April,Q2,Dinner,Online,,Completed,,2,1011,183,939
B944,C7,Milan,13-08-2023,11:32,Sunday,August,Q3,Dinner,DINE IN,,Refunded,,6,788,63,995
B945,C342,milan,23-05-2022,14:57,Monday,May,Q2,Lunch,dine-in,Card,Refunded,,4,984,25,713
B946,C158,milan,25-06-2023,19:48,Sunday,June,Q2,Breakfast,DINE IN,UPI,Completed,Late delivery,1,1300,83,1317
B947,C93,Milan,13-08-2022,18:43,Saturday,August,Q3,Lunch,dine-in,Cash,Completed,,1,923,105,1276
B948,C719,ROME,01-10-2024,13:42,Tuesday,October,Q4,Lunch,Online,UPI,Completed,,3,916,105,2175
B949,C992,Milan,26-11-2024,13:43,Tuesday,November,Q4,Dinner,Dine-In,Cash,Completed,,6,590,111,1369
B950,C501,ROME,05-03-2022,20:44,Saturday,March,Q1,Lunch,Online,Cash,Refunded,,2,1073,183,571
B951,C1116,Rome,15-07-2023,17:11,Saturday,July,Q3,Lunch,Online,UPI,Completed,Late delivery,4,865,99,740
B952,C1187,ROME,26-03-2022,20:21,Saturday,March,Q1,Dinner,Dine-In,,Completed,Late delivery,3,890,48,367
B953,C302,Rome,18-10-2024,19:09,Friday,October,Q4,Dinner,Online,Cash,Completed,,3,432,95,381
B954,C84,milan,18-07-2024,13:52,Thursday,July,Q3,Dinner,Dine-In,Card,Completed,,1,1181,110,1702
B955,C103,MILAN ,02-01-2022,11:22,Sunday,January,Q1,Lunch,DINE IN,Cash,Completed,Late delivery,3,592,70,1234
B956,C596,milan,15-06-2022,09:30,Wednesday,June,Q2,Lunch,dine-in,,Completed,,1,835,97,1572
B957,C355,ROME,29-09-2023,15:43,Friday,September,Q3,Lunch,DINE IN,Cash,Refunded,,3,577,126,1485
B958,C617,MILAN ,13-02-2023,10:19,Monday,February,Q1,Dinner,online,Cash,Completed,,1,583,154,1255
B959,C1032,Florence,04-10-2023,20:22,Wednesday,October,Q4,Lunch,Online,,Completed,,4,1244,27,2218
B960,C863,Milan,24-02-2022,21:08,Thursday,February,Q1,Dinner,Online,Cash,Refunded,Late delivery,3,560,178,1462
B961,C110,Rome,24-08-2023,11:25,Thursday,August,Q3,Dinner,Dine-In,,Refunded,,1,473,34,903
B962,C683,ROME,08-08-2022,10:52,Monday,August,Q3,Lunch,DINE IN,,Refunded,,1,548,169,1731
B963,C109,Florence,12-11-2024,12:33,Tuesday,November,Q4,Breakfast,DINE IN,,Completed,,6,1610,59,966
B964,C14,Rome,29-09-2023,18:44,Friday,September,Q3,Breakfast,Dine-In,Card,Completed,,5,547,153,548
B965,C419,Milan,22-05-2023,16:01,Monday,May,Q2,Dinner,online,,Completed,,3,1128,143,726
B966,C1120,MILAN ,27-04-2023,22:39,Thursday,April,Q2,Dinner,online,Card,Completed,,6,344,67,640
B967,C350,ROME,08-05-2023,20:44,Monday,May,Q2,Dinner,dine-in,,Completed,,3,1667,45,1555
B968,C753,Florence,06-10-2024,13:25,Sunday,October,Q4,Lunch,Dine-In,,Completed,,2,357,92,1286
B969,C1156,Rome,04-09-2022,09:37,Sunday,September,Q3,Lunch,Dine-In,,Completed,,2,1258,137,917
B970,C325,MILAN ,19-01-2022,17:54,Wednesday,January,Q1,Dinner,dine-in,UPI,Refunded,Late delivery,4,1350,36,707
B971,C721,Florence,07-11-2022,20:36,Monday,November,Q4,Lunch,online,Cash,Completed,Late delivery,3,1106,37,2226
B972,C772,Rome,17-09-2024,18:42,Tuesday,September,Q3,Breakfast,DINE IN,UPI,Completed,Late delivery,3,1505,168,1062
B973,C139,Milan,06-04-2024,09:54,Saturday,April,Q2,Dinner,dine-in,Cash,Completed,Late delivery,1,1322,193,1325
B974,C475,Florence,25-10-2023,21:15,Wednesday,October,Q4,Breakfast,dine-in,,Completed,,1,1553,84,584
B975,C150,Rome,18-03-2022,21:23,Friday,March,Q1,Dinner,Dine-In,Cash,Completed,,6,1220,116,622
B976,C401,MILAN ,14-02-2023,16:28,Tuesday,February,Q1,Dinner,Online,Cash,Completed,Late delivery,2,1188,155,2006
B977,C177,ROME,29-01-2023,09:40,Sunday,January,Q1,Dinner,Dine-In,Cash,Completed,,1,1036,124,1513
B978,C698,milan,28-05-2022,19:46,Saturday,May,Q2,Dinner,DINE IN,,Completed,,5,1994,141,1375
B979,C731,ROME,23-12-2023,17:54,Saturday,December,Q4,Breakfast,Dine-In,,Completed,Late delivery,4,445,165,510
B980,C1060,MILAN ,18-09-2022,10:07,Sunday,September,Q3,Lunch,dine-in,Card,Refunded,Late delivery,3,346,77,2032
B981,C515,Rome,17-08-2023,20:22,Thursday,August,Q3,Breakfast,dine-in,UPI,Completed,Late delivery,5,794,152,2258
B982,C640,Rome,21-10-2024,18:03,Monday,October,Q4,Dinner,Dine-In,,Completed,Late delivery,1,366,106,1213
B983,C411,MILAN ,19-06-2023,21:03,Monday,June,Q2,Breakfast,dine-in,UPI,Refunded,,2,1310,38,1999
B984,C709,Milan,14-03-2022,15:38,Monday,March,Q1,Dinner,DINE IN,Card,Refunded,,2,854,30,563
B985,C1018,ROME,14-03-2022,12:41,Monday,March,Q1,Lunch,online,,Completed,,1,413,26,1934
B986,C1095,ROME,06-02-2023,22:24,Monday,February,Q1,Dinner,Dine-In,,Completed,,4,1724,52,1230
B987,C1126,milan,24-05-2024,10:28,Friday,May,Q2,Breakfast,DINE IN,UPI,Completed,,3,1194,34,837
B988,C189,ROME,21-04-2023,09:14,Friday,April,Q2,Lunch,DINE IN,Card,Completed,Late delivery,2,1964,34,506
B989,C260,Rome,27-04-2022,11:18,Wednesday,April,Q2,Breakfast,Online,UPI,Refunded,Late delivery,2,898,53,1591
B990,C981,Florence,25-03-2024,10:42,Monday,March,Q1,Breakfast,Dine-In,UPI,Refunded,,4,1744,111,2188
B991,C909,Florence,28-03-2023,13:23,Tuesday,March,Q1,Dinner,Online,Cash,Refunded,,3,1729,158,1381
B992,C111,MILAN ,02-08-2022,15:45,Tuesday,August,Q3,Dinner,online,UPI,Completed,,2,1366,79,974
B993,C252,MILAN ,08-03-2023,20:52,Wednesday,March,Q1,Breakfast,Dine-In,Cash,Refunded,,6,1865,136,583
B994,C1022,Milan,13-02-2022,13:17,Sunday,February,Q1,Dinner,online,UPI,Completed,,3,1548,118,1364
B995,C784,Rome,08-02-2022,16:02,Tuesday,February,Q1,Breakfast,dine-in,,Completed,Late delivery,4,1390,33,1702
B996,C65,ROME,17-09-2023,21:22,Sunday,September,Q3,Breakfast,DINE IN,UPI,Completed,Late delivery,2,1850,27,1048
B997,C876,Florence,07-06-2024,20:48,Friday,June,Q2,Breakfast,Dine-In,,Refunded,Late delivery,3,1395,138,1218
B998,C533,milan,28-11-2024,15:29,Thursday,November,Q4,Dinner,dine-in,Cash,Completed,,6,861,41,861
B999,C692,ROME,29-08-2023,15:02,Tuesday,August,Q3,Dinner,Online,UPI,Completed,Late delivery,3,1902,187,2009
B1000,C255,MILAN ,26-01-2022,18:42,Wednesday,January,Q1,Lunch,Online,Cash,Completed,,1,1200,22,1305
B1001,C735,Rome,17-03-2022,19:54,Thursday,March,Q1,Dinner,dine-in,,Completed,Late delivery,1,866,176,1479
B1002,C132,Rome,06-10-2023,11:16,Friday,October,Q4,Lunch,Online,,Completed,,6,657,57,2134
B1003,C477,Milan,12-04-2022,19:02,Tuesday,April,Q2,Breakfast,DINE IN,,Refunded,,1,1433,78,474
B1004,C528,Milan,15-06-2023,19:54,Thursday,June,Q2,Lunch,DINE IN,Card,Refunded,,3,523,39,1388
B1005,C232,ROME,27-06-2024,10:15,Thursday,June,Q2,Breakfast,Online,UPI,Refunded,,1,1614,129,2143
B1006,C294,Milan,03-08-2023,14:38,Thursday,August,Q3,Lunch,Online,,Refunded,,4,902,179,413
B1007,C755,Milan,25-11-2022,13:59,Friday,November,Q4,Breakfast,DINE IN,Card,Completed,Late delivery,2,1954,100,1396
B1008,C1191,Florence,06-11-2024,14:13,Wednesday,November,Q4,Lunch,DINE IN,Card,Refunded,Late delivery,2,1080,186,510
B1009,C460,ROME,08-06-2022,17:36,Wednesday,June,Q2,Dinner,DINE IN,,Refunded,Late delivery,1,1380,33,1593
B1010,C1075,ROME,25-08-2024,16:20,Sunday,August,Q3,Lunch,dine-in,UPI,Completed,,2,1936,112,822
B1011,C645,Florence,22-07-2024,10:44,Monday,July,Q3,Breakfast,online,,Completed,,3,1447,149,506
B1012,C992,ROME,12-01-2024,12:28,Friday,January,Q1,Lunch,dine-in,Cash,Refunded,,4,1680,169,1713
B1013,C534,MILAN ,10-10-2022,14:20,Monday,October,Q4,Breakfast,Dine-In,,Completed,Late delivery,2,1479,146,1645
B1014,C369,Rome,10-02-2023,09:10,Friday,February,Q1,Breakfast,online,UPI,Refunded,Late delivery,4,1821,45,608
B1015,C884,Milan,11-03-2022,20:10,Friday,March,Q1,Breakfast,dine-in,,Completed,,2,1123,198,1490
B1016,C601,Milan,10-05-2023,14:57,Wednesday,May,Q2,Lunch,DINE IN,Card,Refunded,,1,1812,110,2295
B1017,C838,Florence,08-07-2024,16:47,Monday,July,Q3,Lunch,Online,,Refunded,,6,675,170,2226
B1018,C172,milan,09-11-2024,09:37,Saturday,November,Q4,Dinner,Online,,Completed,,4,661,150,1829
B1019,C199,milan,27-07-2023,13:31,Thursday,July,Q3,Lunch,Dine-In,,Completed,,4,952,65,643
B1020,C432,Rome,27-03-2022,17:17,Sunday,March,Q1,Dinner,DINE IN,UPI,Completed,,3,639,50,939
B1021,C997,Rome,15-07-2023,12:56,Saturday,July,Q3,Breakfast,Online,UPI,Refunded,,2,1664,91,638
B1022,C424,ROME,16-07-2022,22:32,Saturday,July,Q3,Breakfast,Dine-In,Card,Refunded,Late delivery,2,313,145,2054
B1023,C757,milan,22-02-2022,13:36,Tuesday,February,Q1,Lunch,online,Cash,Completed,,1,1766,200,2232
B1024,C911,Rome,03-09-2022,16:16,Saturday,September,Q3,Breakfast,dine-in,UPI,Refunded,Late delivery,1,1024,40,1874
B1025,C153,MILAN ,01-04-2023,11:32,Saturday,April,Q2,Lunch,Online,,Refunded,Late delivery,5,1676,38,1797
B1026,C79,Rome,07-10-2023,10:59,Saturday,October,Q4,Dinner,DINE IN,UPI,Completed,Late delivery,6,1582,29,2293
B1027,C504,milan,17-01-2022,18:24,Monday,January,Q1,Breakfast,dine-in,UPI,Completed,,4,1966,67,1852
B1028,C579,milan,14-10-2024,12:40,Monday,October,Q4,Breakfast,DINE IN,Cash,Completed,,1,1304,162,1601
B1029,C365,Milan,04-03-2023,15:44,Saturday,March,Q1,Lunch,DINE IN,,Refunded,Late delivery,2,1606,109,1341
B1030,C369,MILAN ,22-12-2024,22:14,Sunday,December,Q4,Lunch,online,,Refunded,,5,1031,159,1335
B1031,C198,milan,29-08-2023,10:56,Tuesday,August,Q3,Lunch,online,,Completed,,6,1170,49,710
B1032,C654,Florence,09-08-2024,10:22,Friday,August,Q3,Dinner,online,Cash,Completed,,5,1143,195,830
B1033,C596,MILAN ,01-03-2022,17:13,Tuesday,March,Q1,Lunch,Dine-In,UPI,Completed,Late delivery,3,1142,120,2006
B1034,C871,Rome,24-06-2024,13:58,Monday,June,Q2,Breakfast,Online,,Refunded,,3,1603,31,981
B1035,C840,milan,05-07-2024,18:56,Friday,July,Q3,Breakfast,DINE IN,Cash,Refunded,,5,1550,104,614
B1036,C44,Rome,10-02-2022,10:49,Thursday,February,Q1,Dinner,Online,UPI,Refunded,,6,400,152,781
B1037,C1097,milan,12-01-2024,11:53,Friday,January,Q1,Dinner,online,Cash,Completed,,3,978,125,791
B1038,C28,Milan,25-05-2023,22:01,Thursday,May,Q2,Dinner,Dine-In,,Completed,,2,879,97,399
B1039,C507,Milan,17-04-2023,13:47,Monday,April,Q2,Breakfast,online,,Completed,Late delivery,3,473,39,501
B1040,C851,Milan,30-10-2024,09:47,Wednesday,October,Q4,Dinner,DINE IN,Cash,Completed,Late delivery,5,1923,120,747
B1041,C663,Rome,02-10-2023,17:47,Monday,October,Q4,Breakfast,Online,UPI,Completed,,1,841,187,1530
B1042,C772,MILAN ,23-08-2024,15:05,Friday,August,Q3,Breakfast,online,UPI,Completed,,6,1392,149,850
B1043,C36,Rome,23-02-2024,20:25,Friday,February,Q1,Lunch,DINE IN,Card,Completed,,5,350,121,1929
B1044,C916,MILAN ,21-04-2023,16:36,Friday,April,Q2,Breakfast,Online,UPI,Completed,Late delivery,1,495,163,696
B1045,C1004,ROME,02-03-2023,12:05,Thursday,March,Q1,Breakfast,online,,Refunded,Late delivery,5,1857,79,470
B1046,C517,Rome,07-10-2024,13:47,Monday,October,Q4,Lunch,dine-in,Card,Completed,Late delivery,5,1526,124,2134
B1047,C550,Florence,12-01-2022,12:48,Wednesday,January,Q1,Dinner,online,,Completed,Late delivery,2,959,138,1801
B1048,C1054,ROME,16-09-2024,22:47,Monday,September,Q3,Dinner,Dine-In,Card,Completed,Late delivery,1,1069,52,1900
B1049,C332,ROME,28-01-2022,20:07,Friday,January,Q1,Breakfast,dine-in,,Completed,,4,1314,63,1632
B1050,C998,milan,10-12-2024,20:55,Tuesday,December,Q4,Dinner,online,,Completed,,1,1191,95,1824
B1051,C1071,MILAN ,10-07-2023,18:56,Monday,July,Q3,Lunch,DINE IN,Cash,Completed,,5,1702,72,1994
B1052,C1064,ROME,31-01-2024,13:30,Wednesday,January,Q1,Lunch,dine-in,UPI,Refunded,Late delivery,2,636,154,1814
B1053,C21,MILAN ,28-08-2024,15:11,Wednesday,August,Q3,Breakfast,online,Card,Completed,,6,684,71,1771
B1054,C1102,Rome,12-07-2022,14:06,Tuesday,July,Q3,Breakfast,DINE IN,,Refunded,,1,1017,182,1495
B1055,C707,Florence,08-04-2023,09:59,Saturday,April,Q2,Breakfast,Online,UPI,Completed,Late delivery,6,926,114,1628
B1056,C522,ROME,05-04-2024,17:41,Friday,April,Q2,Dinner,dine-in,Card,Refunded,,1,1796,75,923
B1057,C539,ROME,01-01-2023,10:08,Sunday,January,Q1,Dinner,DINE IN,,Completed,Late delivery,5,1538,90,2003
B1058,C429,milan,27-08-2024,09:50,Tuesday,August,Q3,Breakfast,dine-in,Card,Refunded,,2,637,141,2141
B1059,C663,Milan,01-01-2022,09:08,Saturday,January,Q1,Dinner,online,,Refunded,,3,919,148,1906
B1060,C494,ROME,29-08-2022,15:24,Monday,August,Q3,Lunch,online,UPI,Completed,Late delivery,3,1386,40,2158
B1061,C341,Florence,15-03-2023,22:17,Wednesday,March,Q1,Dinner,dine-in,,Refunded,,4,1723,84,1753
B1062,C1143,Rome,04-09-2022,19:22,Sunday,September,Q3,Breakfast,Dine-In,UPI,Completed,Late delivery,3,1791,128,787
B1063,C784,MILAN ,27-01-2023,11:59,Friday,January,Q1,Dinner,Dine-In,Cash,Completed,,5,699,21,1550
B1064,C673,Milan,28-09-2023,14:58,Thursday,September,Q3,Lunch,DINE IN,Card,Refunded,,1,1625,90,1664
B1065,C816,Milan,07-09-2024,20:45,Saturday,September,Q3,Lunch,Online,Card,Refunded,,6,1264,175,1644
B1066,C1005,milan,19-07-2024,16:47,Friday,July,Q3,Dinner,DINE IN,Card,Completed,,1,1555,59,1795
B1067,C270,Milan,29-12-2022,15:53,Thursday,December,Q4,Breakfast,Dine-In,,Refunded,Late delivery,1,943,44,2106
B1068,C398,Florence,23-07-2023,18:47,Sunday,July,Q3,Breakfast,Online,UPI,Refunded,,5,1778,113,1407
B1069,C826,Rome,30-01-2022,22:42,Sunday,January,Q1,Dinner,Dine-In,Card,Completed,Late delivery,2,1792,88,521
B1070,C909,Milan,20-12-2022,13:38,Tuesday,December,Q4,Breakfast,DINE IN,,Completed,Late delivery,6,306,99,910
B1071,C242,MILAN ,20-12-2023,16:36,Wednesday,December,Q4,Dinner,Dine-In,,Completed,,1,673,42,730
